name,address,yprice,dprice
YH빌리지,서울시 강남구 개포동,0,0
개포래미안포레스트,서울시 강남구 개포동,280000,430000
개포비버리하임(도시형),서울시 강남구 개포동,0,0
개포상지리츠빌,서울시 강남구 개포동,150000,690000
개포자이,서울시 강남구 개포동,160000,360000
개포자이르네,서울시 강남구 개포동,0,280000
개포자이프레지던스,서울시 강남구 개포동,300000,850000
개포현대(200동),서울시 강남구 개포동,70000,200000
개포현대2차(220동),서울시 강남구 개포동,60000,200000
개포현대5차,서울시 강남구 개포동,0,195000
개포현대6차,서울시 강남구 개포동,75000,250000
경남,서울시 강남구 개포동,130000,365000
그루(주상복합),서울시 강남구 개포동,0,0
노블레스빌(도시형),서울시 강남구 개포동,0,0
뉴현대파크빌,서울시 강남구 개포동,0,0
대청,서울시 강남구 개포동,52900,160000
대치2단지,서울시 강남구 개포동,46000,145000
더샵그린,서울시 강남구 개포동,0,0
더샵트리에,서울시 강남구 개포동,140000,270000
디에이치아너힐즈,서울시 강남구 개포동,300000,440000
래미안블레스티지,서울시 강남구 개포동,230000,470000
런던빌개포,서울시 강남구 개포동,0,0
렉스힐(주상복합),서울시 강남구 개포동,0,0
리더스,서울시 강남구 개포동,55000,0
새롬,서울시 강남구 개포동,50000,110000
쌍용개포(주상복합),서울시 강남구 개포동,0,0
에버그린(주상복합),서울시 강남구 개포동,45000,0
예가풍경채(도시형),서울시 강남구 개포동,0,0
우성3차,서울시 강남구 개포동,120000,350000
우성6차,서울시 강남구 개포동,48000,220000
우성8차,서울시 강남구 개포동,72000,250000
우찬현대(101),서울시 강남구 개포동,0,0
우찬현대(102),서울시 강남구 개포동,0,0
우찬현대(103),서울시 강남구 개포동,0,0
포이벨리,서울시 강남구 개포동,48000,100000
한림,서울시 강남구 개포동,0,100000
현대1차,서울시 강남구 개포동,95000,350000
현대2차,서울시 강남구 개포동,120000,400000
현대3차,서울시 강남구 개포동,170000,395000
현대빌라트,서울시 강남구 개포동,0,185000
N168(도시형),서울시 강남구 논현동,0,0
강남파라곤(주상복합),서울시 강남구 논현동,90000,210000
거평프리젠,서울시 강남구 논현동,27000,58000
경남논현,서울시 강남구 논현동,100000,160000
골든캐슬,서울시 강남구 논현동,0,0
그랑디오스,서울시 강남구 논현동,0,0
기린힐스(도시형),서울시 강남구 논현동,0,0
꿈꾸지오(도시형),서울시 강남구 논현동,0,0
논현e-편한세상,서울시 강남구 논현동,70000,230000
논현대우멤버스카운티,서울시 강남구 논현동,0,0
논현더라움,서울시 강남구 논현동,49000,58000
논현동부센트레빌,서울시 강남구 논현동,120000,250000
논현동양파라곤,서울시 강남구 논현동,250000,490000
논현두산위브1단지,서울시 강남구 논현동,78000,200000
논현두산위브2단지,서울시 강남구 논현동,85000,220000
논현라폴리움,서울시 강남구 논현동,0,0
논현멤버스카운티,서울시 강남구 논현동,0,0
논현베르빌,서울시 강남구 논현동,0,135000
논현브라운스톤로얄스위트,서울시 강남구 논현동,0,0
논현빌라트,서울시 강남구 논현동,0,0
논현신동아파밀리에,서울시 강남구 논현동,85000,250000
논현아이파크(주상복합),서울시 강남구 논현동,95000,180000
논현아테나니케,서울시 강남구 논현동,0,200000
논현아트빌,서울시 강남구 논현동,65000,83000
논현아펠바움1차,서울시 강남구 논현동,0,580000
논현아펠바움2차,서울시 강남구 논현동,0,0
논현월드메르디앙,서울시 강남구 논현동,72000,138000
논현웰스톤(주상복합),서울시 강남구 논현동,70000,147000
논현테크노빌,서울시 강남구 논현동,75000,290000
논현파크빌(도시형),서울시 강남구 논현동,17000,0
"논현팰리스(민간임대,도시형)",서울시 강남구 논현동,0,0
논현펜트힐캐스케이드(도시형),서울시 강남구 논현동,150000,190000
논현프라임(192-3),서울시 강남구 논현동,85000,0
논현한가람,서울시 강남구 논현동,0,215000
논현한진로즈힐,서울시 강남구 논현동,72000,150000
논현한화꿈에그린,서울시 강남구 논현동,80000,135000
논현한화꿈에그린2차,서울시 강남구 논현동,85000,160000
논현힐스빌5차,서울시 강남구 논현동,0,0
논현힐스빌6차,서울시 강남구 논현동,250000,300000
더그레이스,서울시 강남구 논현동,0,0
더원센트럴(주상복합),서울시 강남구 논현동,0,52000
더케이(도시형),서울시 강남구 논현동,0,0
더클래식논현(도시형),서울시 강남구 논현동,0,0
동광팰리스(도시형),서울시 강남구 논현동,49000,67000
동현,서울시 강남구 논현동,105000,300000
"동화(민간임대,도시형)",서울시 강남구 논현동,0,0
두영,서울시 강남구 논현동,0,105000
라디안,서울시 강남구 논현동,0,0
라이헤스빌,서울시 강남구 논현동,0,0
로체샤르캐슬,서울시 강남구 논현동,95000,140000
리더스빌,서울시 강남구 논현동,85000,0
리츠하우스,서울시 강남구 논현동,500000,0
마블하우스,서울시 강남구 논현동,125000,180000
마일스디오빌(주상복합),서울시 강남구 논현동,40000,45000
베스티움(도시형),서울시 강남구 논현동,0,0
벨러스빌,서울시 강남구 논현동,0,0
보노체아(도시형),서울시 강남구 논현동,0,0
브라이튼N40(민간임대),서울시 강남구 논현동,0,0
블레스홈(도시형),서울시 강남구 논현동,0,0
비쥬힐,서울시 강남구 논현동,0,0
삼성빌라트,서울시 강남구 논현동,85000,150000
서진플로렌스190(도시형),서울시 강남구 논현동,0,0
세호시티라이프(주상복합),서울시 강남구 논현동,0,49000
스위트캐슬,서울시 강남구 논현동,0,0
스위트케슬레지던스,서울시 강남구 논현동,0,0
신동아,서울시 강남구 논현동,0,0
쌍용,서울시 강남구 논현동,63000,145000
아나하(도시형),서울시 강남구 논현동,285000,380000
아크로힐스논현,서울시 강남구 논현동,165000,310000
알파임하우스Ⅱ,서울시 강남구 논현동,400000,600000
애플타운(주상복합),서울시 강남구 논현동,0,0
엔트라움논현(도시형),서울시 강남구 논현동,0,0
예원베스트빌,서울시 강남구 논현동,0,0
요진보네르,서울시 강남구 논현동,0,0
우림빌(도시형),서울시 강남구 논현동,0,0
우림스타빌(도시형),서울시 강남구 논현동,0,0
우민,서울시 강남구 논현동,0,130000
우성,서울시 강남구 논현동,0,0
월드노블레스빌,서울시 강남구 논현동,0,0
월드쉐르빌,서울시 강남구 논현동,60000,0
은탑리더스카운티,서울시 강남구 논현동,0,205000
이산,서울시 강남구 논현동,0,79000
이움,서울시 강남구 논현동,0,0
제이빌,서울시 강남구 논현동,0,100000
지고하임,서울시 강남구 논현동,0,137000
진흥펠리체(도시형),서울시 강남구 논현동,0,0
청학,서울시 강남구 논현동,55000,165000
케럿스테이트,서울시 강남구 논현동,128000,180000
케이씨빌,서울시 강남구 논현동,90000,160000
테크노빌라트,서울시 강남구 논현동,75000,95000
토미빌(228-9),서울시 강남구 논현동,100000,230000
토미하우스(도시형),서울시 강남구 논현동,0,0
펜트힐루논현(도시형),서울시 강남구 논현동,80000,135000
프라임(196-4),서울시 강남구 논현동,90000,200000
프라임(80-13),서울시 강남구 논현동,0,150000
"학동역이안테라디움(민간임대,도시형)",서울시 강남구 논현동,0,0
학동참진,서울시 강남구 논현동,0,0
한양빌라트,서울시 강남구 논현동,0,180000
한양수자인어반게이트(도시형),서울시 강남구 논현동,21000,35000
현대넥서스(261-7),서울시 강남구 논현동,130000,0
현대넥서스(261-8),서울시 강남구 논현동,0,0
현대인텔렉스(주상복합),서울시 강남구 논현동,280000,0
휴먼스페이스(주상복합),서울시 강남구 논현동,0,0
힐스빌7차,서울시 강남구 논현동,0,0
힐타워,서울시 강남구 논현동,0,170000
힐튼빌(도시형),서울시 강남구 논현동,0,0
S-타워(주상복합),서울시 강남구 대치동,0,0
개포우성1차,서울시 강남구 대치동,190000,550000
개포우성2차,서울시 강남구 대치동,170000,450000
노빌리티빌리지,서울시 강남구 대치동,0,0
대치SK뷰,서울시 강남구 대치동,190000,390000
대치대우아이빌멤버스4차(주상복합),서울시 강남구 대치동,31000,54500
대치대우아이빌명문가(주상복합),서울시 강남구 대치동,28000,34000
대치더블유타워(도시형),서울시 강남구 대치동,0,0
대치더클래스,서울시 강남구 대치동,0,220000
대치롯데캐슬리베,서울시 강남구 대치동,180000,320000
대치삼성1차,서울시 강남구 대치동,150000,320000
대치삼성2차,서울시 강남구 대치동,150000,0
대치삼성3차,서울시 강남구 대치동,150000,290000
대치상지리츠빌카일룸,서울시 강남구 대치동,550000,0
대치아이파크,서울시 강남구 대치동,270000,450000
대치우정에쉐르1(주상복합),서울시 강남구 대치동,60000,100000
대치우정에쉐르2(주상복합),서울시 강남구 대치동,0,110000
대치주성,서울시 강남구 대치동,115000,0
대치타워,서울시 강남구 대치동,0,115000
대치풍림아이원1차,서울시 강남구 대치동,78000,180000
대치풍림아이원2차,서울시 강남구 대치동,0,0
대치풍림아이원3차,서울시 강남구 대치동,0,260000
대치풍림아이원4차,서울시 강남구 대치동,140000,230000
대치하나빌,서울시 강남구 대치동,200000,280000
대치한신휴플러스,서울시 강남구 대치동,78000,190000
대치현대,서울시 강남구 대치동,170000,300000
대치효성,서울시 강남구 대치동,90000,194000
더힐하우스(도시형),서울시 강남구 대치동,60000,0
"동민맥스빌(A동,주상복합)",서울시 강남구 대치동,80000,150000
동민맥스빌(B동),서울시 강남구 대치동,85000,0
동부센트레빌,서울시 강남구 대치동,290000,520000
동양,서울시 강남구 대치동,80000,0
래미안대치팰리스1단지,서울시 강남구 대치동,280000,510000
래미안대치팰리스2단지,서울시 강남구 대치동,300000,550000
래미안대치하이스턴,서울시 강남구 대치동,160000,310000
로프트아파트먼트대치(도시형),서울시 강남구 대치동,50000,120000
롯데캐슬,서울시 강남구 대치동,130000,300000
르엘대치,서울시 강남구 대치동,170000,300000
메트로,서울시 강남구 대치동,60000,0
미소시티,서울시 강남구 대치동,0,0
삼환SOGOOD(주상복합),서울시 강남구 대치동,90000,200000
"선경1,2차",서울시 강남구 대치동,165000,500000
선릉역대우아이빌5차(주상복합),서울시 강남구 대치동,24500,42000
선릉역풍림아이원레몬(주상복합),서울시 강남구 대치동,69000,0
세연파크뷰,서울시 강남구 대치동,78000,0
세영팔래스,서울시 강남구 대치동,89000,160000
스카이써밋,서울시 강남구 대치동,120000,0
스톤빌리지대치2차(도시형),서울시 강남구 대치동,0,0
스톤빌리지대치3차(도시형),서울시 강남구 대치동,0,0
스톤빌리지대치4차(도시형),서울시 강남구 대치동,0,85000
아름빌,서울시 강남구 대치동,39000,120000
아크로빌,서울시 강남구 대치동,0,170000
아티스톤(주상복합),서울시 강남구 대치동,100000,167280
우정에쉐르3,서울시 강남구 대치동,0,0
월드빌,서울시 강남구 대치동,0,0
청암빌라트,서울시 강남구 대치동,0,250000
청원,서울시 강남구 대치동,95000,150000
테헤란로대우아이빌(주상복합),서울시 강남구 대치동,57000,110000
포스코더샵,서울시 강남구 대치동,170000,380000
하이캐슬,서울시 강남구 대치동,130000,185000
"한보미도맨션1,2차",서울시 강남구 대치동,200000,540000
한보미도맨션3차,서울시 강남구 대치동,0,395000
한양팰리스,서울시 강남구 대치동,0,0
한티,서울시 강남구 대치동,0,0
현대,서울시 강남구 대치동,58000,0
현대썬앤빌테헤란(도시형),서울시 강남구 대치동,65000,62000
화인하이빌,서울시 강남구 대치동,0,0
개포럭키,서울시 강남구 도곡동,40000,240000
개포우성4차,서울시 강남구 도곡동,120000,400000
개포우성5차,서울시 강남구 도곡동,60000,250000
경남,서울시 강남구 도곡동,95000,200000
그랜빌캐슬,서울시 강남구 도곡동,0,0
극동스타클래스(주상복합),서울시 강남구 도곡동,100000,300000
대림,서울시 강남구 도곡동,90000,175000
대림아크로빌(주상복합),서울시 강남구 도곡동,280000,300000
대명비발디,서울시 강남구 도곡동,63000,115000
대우양재디오빌(주상복합),서울시 강남구 도곡동,25000,31000
더힐(도시형),서울시 강남구 도곡동,0,0
도곡그린빌,서울시 강남구 도곡동,32000,0
도곡렉슬,서울시 강남구 도곡동,260000,500000
도곡루아르(도시형),서울시 강남구 도곡동,72000,150000
도곡삼성래미안,서울시 강남구 도곡동,150000,400000
도곡상지카일룸,서울시 강남구 도곡동,0,0
도곡스타빌,서울시 강남구 도곡동,43000,84000
도곡스테이77(도시형),서울시 강남구 도곡동,35000,0
도곡쌍용예가,서울시 강남구 도곡동,180000,265000
도곡아이파크1차,서울시 강남구 도곡동,150000,275000
도곡아이파크2차,서울시 강남구 도곡동,180000,320000
도곡아이파크3차,서울시 강남구 도곡동,0,330000
도곡우성,서울시 강남구 도곡동,67000,210000
도곡월드메르디앙,서울시 강남구 도곡동,130000,280000
도곡조이너스,서울시 강남구 도곡동,80000,175000
도곡지웰카운티,서울시 강남구 도곡동,140000,240000
도곡푸르지오1차,서울시 강남구 도곡동,120000,0
도곡푸르지오2차(주상복합),서울시 강남구 도곡동,0,240000
도곡하이빌,서울시 강남구 도곡동,0,0
도곡한라비발디,서울시 강남구 도곡동,110000,330000
도곡한신,서울시 강남구 도곡동,110000,250000
도곡현대하이페리온,서울시 강남구 도곡동,180000,300000
도곡현대힐스테이트,서울시 강남구 도곡동,140000,290000
동연빌(주상복합),서울시 강남구 도곡동,0,0
라온빌(도시형),서울시 강남구 도곡동,0,0
래미안도곡카운티,서울시 강남구 도곡동,180000,350000
로덴하우스웨스트빌리지,서울시 강남구 도곡동,400000,600000
로덴하우스이스트빌리지,서울시 강남구 도곡동,350000,0
롯데캐슬모닝,서울시 강남구 도곡동,150000,295000
리치아르떼빌,서울시 강남구 도곡동,0,0
매봉,서울시 강남구 도곡동,80000,185000
벨라빌,서울시 강남구 도곡동,95000,210000
비스킷(도시형),서울시 강남구 도곡동,0,0
삼성,서울시 강남구 도곡동,90000,200000
신성빌리지,서울시 강남구 도곡동,0,0
아카데미스위트(주상복합),서울시 강남구 도곡동,185000,350000
양재SK허브프리모(주상복합),서울시 강남구 도곡동,70000,115000
역삼럭키,서울시 강남구 도곡동,130000,290000
우성리빙텔(주상복합),서울시 강남구 도곡동,135000,195000
우성캐릭터199(주상복합),서울시 강남구 도곡동,170000,285000
우성캐릭터빌(주상복합),서울시 강남구 도곡동,160000,270000
울트라멤버스,서울시 강남구 도곡동,0,220000
원팰리스,서울시 강남구 도곡동,0,0
이니그마빌Ⅲ,서울시 강남구 도곡동,350000,600000
중명하니빌,서울시 강남구 도곡동,15170,49000
클래스원(민간임대),서울시 강남구 도곡동,190000,0
타워팰리스1차(주상복합),서울시 강남구 도곡동,550000,1200000
타워팰리스2차(주상복합),서울시 강남구 도곡동,290000,930000
타워팰리스3차(주상복합),서울시 강남구 도곡동,378000,700000
파크힐,서울시 강남구 도곡동,60000,100000
포레스트빌,서울시 강남구 도곡동,0,0
포스코트,서울시 강남구 도곡동,0,400000
플럼힐스,서울시 강남구 도곡동,0,320000
필로스,서울시 강남구 도곡동,73000,148000
현대(도곡현대),서울시 강남구 도곡동,75000,180000
현대그린,서울시 강남구 도곡동,0,180000
현대벨라하우스,서울시 강남구 도곡동,0,0
현대비젼21(주상복합),서울시 강남구 도곡동,40000,52000
현대아이리스,서울시 강남구 도곡동,0,0
현대오티움,서울시 강남구 도곡동,240000,360000
힐데스하임,서울시 강남구 도곡동,0,0
LH삼성(도시형),서울시 강남구 삼성동,40000,70000
SM드림빌,서울시 강남구 삼성동,45000,0
강변삼부,서울시 강남구 삼성동,90000,0
골든카운티,서울시 강남구 삼성동,0,0
그라나다,서울시 강남구 삼성동,45000,120000
네오블로썸,서울시 강남구 삼성동,80000,200000
노블테라스,서울시 강남구 삼성동,0,0
다우림하우스,서울시 강남구 삼성동,0,0
동구싼타빌,서울시 강남구 삼성동,60000,180000
동일파크스위트,서울시 강남구 삼성동,0,0
래미안라클래시,서울시 강남구 삼성동,400000,630000
래미안삼성1차(101동),서울시 강남구 삼성동,125000,0
래미안삼성1차(201동),서울시 강남구 삼성동,130000,0
"래미안삼성1차(301,302,303동)",서울시 강남구 삼성동,120000,275000
래미안삼성1차(501~504동),서울시 강남구 삼성동,180000,250000
래미안삼성2차,서울시 강남구 삼성동,250000,370000
로프트원,서울시 강남구 삼성동,0,0
롯데캐슬프레미어,서울시 강남구 삼성동,160000,600000
미켈란147(주상복합),서울시 강남구 삼성동,85000,0
브라운스톤레전드(주상복합),서울시 강남구 삼성동,0,550000
삼부(101동),서울시 강남구 삼성동,70000,260000
삼부(102동),서울시 강남구 삼성동,65000,0
삼부아그레빌,서울시 강남구 삼성동,85000,0
삼성SK뷰,서울시 강남구 삼성동,0,0
삼성골든빌,서울시 강남구 삼성동,250000,600000
삼성그랑빌,서울시 강남구 삼성동,70000,220000
삼성금호어울림,서울시 강남구 삼성동,0,185000
삼성대성유니드,서울시 강남구 삼성동,77000,150000
삼성대우멤버스카운티1차,서울시 강남구 삼성동,120000,0
삼성대우멤버스카운티2차,서울시 강남구 삼성동,150000,380000
삼성대우멤버스카운티3차,서울시 강남구 삼성동,140000,0
삼성대우멤버스카운티5차,서울시 강남구 삼성동,145000,185000
삼성대유리채(도시형),서울시 강남구 삼성동,0,0
삼성더파크뷰,서울시 강남구 삼성동,0,0
삼성드림하우스,서울시 강남구 삼성동,100000,0
삼성디뷰더센트럴(도시형),서울시 강남구 삼성동,0,0
삼성라테라스,서울시 강남구 삼성동,450000,430000
삼성롯데,서울시 강남구 삼성동,95000,240000
삼성롯데캐슬킹덤,서울시 강남구 삼성동,200000,350000
삼성루첸시아,서울시 강남구 삼성동,0,0
삼성리치빌(주상복합),서울시 강남구 삼성동,75000,160000
삼성미켈란107(주상복합),서울시 강남구 삼성동,110000,200000
삼성벨라스,서울시 강남구 삼성동,0,0
삼성벽산블루밍,서울시 강남구 삼성동,230000,320000
삼성브르넨(주상복합),서울시 강남구 삼성동,700000,450000
삼성센트럴아이파크,서울시 강남구 삼성동,230000,480000
삼성신도브래뉴(주상복합),서울시 강남구 삼성동,0,200000
삼성씨엘케이,서울시 강남구 삼성동,0,180000
삼성아셈,서울시 강남구 삼성동,0,250000
삼성아펠바움,서울시 강남구 삼성동,500000,800000
삼성오네뜨,서울시 강남구 삼성동,150000,240000
삼성우림루미아트,서울시 강남구 삼성동,90000,270000
삼성우정에쉐르II(주상복합),서울시 강남구 삼성동,65000,110000
삼성월드타워,서울시 강남구 삼성동,50000,170000
삼성웰피아,서울시 강남구 삼성동,85000,0
삼성이안파크,서울시 강남구 삼성동,0,180000
삼성중앙하이츠빌리지,서울시 강남구 삼성동,210000,400000
삼성지웰팰리스(주상복합),서울시 강남구 삼성동,0,0
삼성파크,서울시 강남구 삼성동,100000,0
삼성파크엘나인(주상복합),서울시 강남구 삼성동,0,0
삼성팰리스(71-16),서울시 강남구 삼성동,0,0
삼성펠리스(129-5),서울시 강남구 삼성동,160000,285000
삼성포스코더샵(주상복합),서울시 강남구 삼성동,0,300000
삼성풍림2차,서울시 강남구 삼성동,85000,180000
삼성한일,서울시 강남구 삼성동,85000,190000
삼성헤렌하우스2,서울시 강남구 삼성동,350000,450000
삼성현대1차,서울시 강남구 삼성동,120000,0
삼성현대2차,서울시 강남구 삼성동,0,0
삼성힐스테이트1단지,서울시 강남구 삼성동,150000,370000
삼성힐스테이트2단지,서울시 강남구 삼성동,130000,300000
상아빌라트,서울시 강남구 삼성동,0,0
상지리츠빌카일룸,서울시 강남구 삼성동,480000,650000
서광,서울시 강남구 삼성동,70000,210000
석탑,서울시 강남구 삼성동,91000,200000
"선릉LG에클라트(A동,주상복합)",서울시 강남구 삼성동,26000,90000
"선릉LG에클라트(B동,주상복합)",서울시 강남구 삼성동,55000,90000
세방타운하우스,서울시 강남구 삼성동,0,0
신동아듀크빌,서울시 강남구 삼성동,0,0
심포니하우스,서울시 강남구 삼성동,0,0
쌍용플래티넘(주상복합),서울시 강남구 삼성동,170000,305000
씨티빌,서울시 강남구 삼성동,100000,300000
아델하우스,서울시 강남구 삼성동,0,700000
아르헤타워(도시형),서울시 강남구 삼성동,50000,68000
아셈(150-5),서울시 강남구 삼성동,0,100000
아이파크삼성,서울시 강남구 삼성동,700000,1750000
영무예다음,서울시 강남구 삼성동,120000,230000
우정에쉐르,서울시 강남구 삼성동,0,0
월성빌라트,서울시 강남구 삼성동,60000,0
위레벤646(도시형),서울시 강남구 삼성동,115000,191400
이안애2차,서울시 강남구 삼성동,0,162000
진흥,서울시 강남구 삼성동,200000,480000
채널리저브(주상복합),서울시 강남구 삼성동,95000,210000
청구,서울시 강남구 삼성동,75000,250000
푸른솔,서울시 강남구 삼성동,75000,140000
풍림,서울시 강남구 삼성동,42000,0
풍림1차,서울시 강남구 삼성동,110000,300000
프레스티지(도시형),서울시 강남구 삼성동,0,0
한솔,서울시 강남구 삼성동,90000,240000
한양립스(주상복합),서울시 강남구 삼성동,55000,90000
현대,서울시 강남구 삼성동,130000,280000
현대빌라트,서울시 강남구 삼성동,0,0
현대타워(주상복합),서울시 강남구 삼성동,145000,250000
형우,서울시 강남구 삼성동,0,480000
호산프라자(주상복합),서울시 강남구 삼성동,0,40000
강남LH1단지(e편한세상),서울시 강남구 세곡동,70000,183000
강남데시앙파크,서울시 강남구 세곡동,95000,200000
강남신동아파밀리에1단지,서울시 강남구 세곡동,0,118000
강남신동아파밀리에2단지,서울시 강남구 세곡동,0,140000
강남효성해링턴코트,서울시 강남구 세곡동,160000,300000
세곡리엔파크3단지,서울시 강남구 세곡동,0,130000
세곡푸르지오,서울시 강남구 세곡동,67000,190000
강남더샵포레스트,서울시 강남구 수서동,220000,800000
강남데시앙포레,서울시 강남구 수서동,120000,245000
까치마을,서울시 강남구 수서동,41500,125000
동익,서울시 강남구 수서동,60000,165000
삼성,서울시 강남구 수서동,75000,179000
삼익,서울시 강남구 수서동,80000,180000
수서한아름,서울시 강남구 수서동,120000,250000
신동아,서울시 강남구 수서동,39000,129000
강남상가아파트(주상복합),서울시 강남구 신사동,80000,170000
금광아크존(주상복합),서울시 강남구 신사동,47500,125000
뉴현대,서울시 강남구 신사동,0,150000
닛시빌라트,서울시 강남구 신사동,170000,0
대성아트빌,서울시 강남구 신사동,0,107000
대원칸타빌,서울시 강남구 신사동,130000,260000
래미안신사,서울시 강남구 신사동,150000,240000
로데오현대,서울시 강남구 신사동,85000,200000
루덴하우스,서울시 강남구 신사동,0,0
리갈팰리스,서울시 강남구 신사동,0,0
신사빌라트1,서울시 강남구 신사동,0,0
신사씨티빌,서울시 강남구 신사동,0,0
신사아이빌,서울시 강남구 신사동,0,140000
신사아크존2,서울시 강남구 신사동,0,0
신사파크빌,서울시 강남구 신사동,130000,0
신성,서울시 강남구 신사동,50000,185000
알파임하우스,서울시 강남구 신사동,0,0
압구정KCC,서울시 강남구 신사동,0,260000
압구정심포니(도시형),서울시 강남구 신사동,0,0
압구정아인빌,서울시 강남구 신사동,0,190000
압구정하이츠파크,서울시 강남구 신사동,0,1300000
우찬,서울시 강남구 신사동,100000,73000
유로미,서울시 강남구 신사동,100000,0
장자울,서울시 강남구 신사동,90000,170000
진흥아마란스,서울시 강남구 신사동,0,300000
천지인수지빌,서울시 강남구 신사동,0,0
청림쉐르빌,서울시 강남구 신사동,0,99000
체리빌,서울시 강남구 신사동,0,0
토미,서울시 강남구 신사동,0,0
하얏트빌,서울시 강남구 신사동,0,82000
한양,서울시 강남구 신사동,50000,0
현대맨션,서울시 강남구 신사동,170000,630000
현대썬앤빌(도시형),서울시 강남구 신사동,0,0
현대아인빌,서울시 강남구 신사동,0,0
화이트빌,서울시 강남구 신사동,0,0
대림빌라트,서울시 강남구 압구정동,0,0
미성1차,서울시 강남구 압구정동,160000,530000
미성2차,서울시 강남구 압구정동,140000,450000
한양2차,서울시 강남구 압구정동,140000,560000
한양3차,서울시 강남구 압구정동,105000,520000
한양5차,서울시 강남구 압구정동,125000,540000
한양8차,서울시 강남구 압구정동,220000,850000
현대10차,서울시 강남구 압구정동,80000,400000
현대13차,서울시 강남구 압구정동,120000,360000
현대14차,서울시 강남구 압구정동,80000,385000
현대3차,서울시 강남구 압구정동,80000,390000
현대4차,서울시 강남구 압구정동,100000,530000
현대5차,서울시 강남구 압구정동,95000,0
"현대6,7차",서울시 강남구 압구정동,350000,800000
현대65동(대림아크로빌),서울시 강남구 압구정동,0,950000
현대빌라트,서울시 강남구 압구정동,0,700000
CMD(르네상스프라자),서울시 강남구 역삼동,0,0
D&S리치빌(도시형),서울시 강남구 역삼동,21000,0
K타워(도시형),서울시 강남구 역삼동,0,21000
SK허브젠(주상복합),서울시 강남구 역삼동,85000,158000
"강남IBC(민간임대,도시형)",서울시 강남구 역삼동,0,0
강남서해그랑블(주상복합),서울시 강남구 역삼동,75000,165000
강남센트럴아이파크,서울시 강남구 역삼동,360000,490000
강남역우정에쉐르(주상복합),서울시 강남구 역삼동,40000,60000
강남역이스턴(도시형),서울시 강남구 역삼동,18700,21000
강남웅진베어스빌(도시형),서울시 강남구 역삼동,32000,39680
강남한솔,서울시 강남구 역삼동,0,0
개나리SK뷰,서울시 강남구 역삼동,150000,380000
개나리래미안,서울시 강남구 역삼동,170000,385000
개나리푸르지오,서울시 강남구 역삼동,150000,400000
갤러리빌,서울시 강남구 역삼동,44000,0
갤러리아트,서울시 강남구 역삼동,70000,0
갤러리하우스,서울시 강남구 역삼동,0,0
거평,서울시 강남구 역삼동,0,250000
경남,서울시 강남구 역삼동,90000,185000
경일역삼,서울시 강남구 역삼동,70000,98000
공간쉐르빌,서울시 강남구 역삼동,0,55000
광평하우스빌,서울시 강남구 역삼동,0,0
금호어울림,서울시 강남구 역삼동,110000,240000
꿈꾸지오(691-5),서울시 강남구 역삼동,0,0
꿈꾸지오(697-23),서울시 강남구 역삼동,0,0
"꿈꾸지오(698-6,도시형)",서울시 강남구 역삼동,0,0
"꿈꾸지오(751-4,도시형)",서울시 강남구 역삼동,0,0
"꿈꾸지오(774-27,도시형)",서울시 강남구 역삼동,0,0
"꿈꾸지오(794-21,도시형)",서울시 강남구 역삼동,0,0
네스빌,서울시 강남구 역삼동,0,235000
노블스위트,서울시 강남구 역삼동,0,0
뉴엠,서울시 강남구 역삼동,0,280000
다사랑빌(도시형),서울시 강남구 역삼동,0,0
다올2차(도시형),서울시 강남구 역삼동,0,0
대림역삼,서울시 강남구 역삼동,80000,200000
대명벨리온(도시형),서울시 강남구 역삼동,20500,27000
대우디오빌플러스(주상복합),서울시 강남구 역삼동,0,46000
더클래스(도시형),서울시 강남구 역삼동,0,0
더프라나역삼(도시형),서울시 강남구 역삼동,0,0
동부센트레빌,서울시 강남구 역삼동,110000,183000
동원스위트뷰역삼,서울시 강남구 역삼동,110000,130000
디오빌역삼(주상복합),서울시 강남구 역삼동,70000,190000
뜨라네(828-21),서울시 강남구 역삼동,0,0
뜨라네(828-76),서울시 강남구 역삼동,70000,0
래미안그레이튼2차,서울시 강남구 역삼동,230000,360000
래미안그레이튼3차,서울시 강남구 역삼동,115000,370000
래미안펜타빌,서울시 강남구 역삼동,175000,395000
런던빌(도시형),서울시 강남구 역삼동,35000,0
로얄빌리지,서울시 강남구 역삼동,0,153000
로얄팰리스,서울시 강남구 역삼동,0,200000
루미하우스(도시형),서울시 강남구 역삼동,0,0
루트원레지던스(도시형),서울시 강남구 역삼동,45000,0
리치타워,서울시 강남구 역삼동,0,76000
명인갤러리1차,서울시 강남구 역삼동,0,115000
명인갤러리2차,서울시 강남구 역삼동,150000,230000
베르사이유,서울시 강남구 역삼동,0,0
베스젠빌,서울시 강남구 역삼동,0,0
불루밍코트,서울시 강남구 역삼동,100000,0
비에네스타,서울시 강남구 역삼동,0,275000
빌라란떼(도시형),서울시 강남구 역삼동,0,0
상지리츠빌,서울시 강남구 역삼동,150000,0
상지리츠빌역삼2차,서울시 강남구 역삼동,130000,0
선릉역우정에쉐르멤버스(주상복합),서울시 강남구 역삼동,0,56000
성영포유,서울시 강남구 역삼동,0,0
세방하이빌,서울시 강남구 역삼동,70000,135000
세연예지향,서울시 강남구 역삼동,80000,115000
세종빌라트,서울시 강남구 역삼동,0,200000
